Protein ID,Gene,Protein Length,Protein Existence,Description,Protein Probability,Top Peptide Probability,MCF7Kelly10c_5 Intensity,MCF7Kelly10c_6 Intensity,MCF7Kelly10c_7 Intensity,MCF7Kelly10c_8 Intensity,MCF7Kelly1c_5 Intensity,MCF7Kelly1c_6 Intensity,MCF7Kelly1c_7 Intensity,MCF7Kelly1c_8 Intensity,MCF7Kelly2c_5 Intensity,MCF7Kelly2c_6 Intensity,MCF7Kelly2c_7 Intensity,MCF7Kelly2c_8 Intensity
Q96F86,EDC3,508,1:Experimental evidence at protein level,Enhancer of mRNA-decapping protein 3,0.9458,0.9989,0,0,0,5841.8467,0,0,0,0,0,0,0,0
Q96FJ2,DYNLL2,89,1:Experimental evidence at protein level,"Dynein light chain 2, cytoplasmic",0.9978,0.9983,13950.205,19954.613,17027.469,0,0,0,0,0,0,0,0,12292.178
Q96FQ6,S100A16,103,1:Experimental evidence at protein level,Protein S100-A16,1,0.999,207233.8,344906.78,329378.6,294601.56,21343.666,54867.582,0,0,108035.08,101272.086,74622.32,120717.91
Q96FV2-2,SCRN2,378,,Isoform 2 of Secernin-2,0.9519,0.999,0,0,6280.612,0,0,0,0,0,0,0,0,0
Q96FV9-2,THOC1,377,,Isoform 2 of THO complex subunit 1,0.52,0.9819,2546.9229,0,0,0,0,0,0,0,0,0,0,0
Q96FW1,OTUB1,271,1:Experimental evidence at protein level,Ubiquitin thioesterase OTUB1,1,0.999,192068.81,321249.5,296291.1,196726.67,20264.14,31192.117,0,0,116980.336,78526.09,61205.64,111683.61
Q96FX7,TRMT61A,289,1:Experimental evidence at protein level,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,0.8069,0.9952,0,0,10108.208,0,0,0,0,0,0,0,0,0
Q96FZ2,HMCES,354,1:Experimental evidence at protein level,Abasic site processing protein HMCES,1,0.999,7868.491,33928.1,12523.977,7597.973,0,0,0,0,0,0,0,0
Q96G03,PGM2,612,1:Experimental evidence at protein level,Phosphoglucomutase-2,1,0.999,55968.977,123419.23,125746.53,69671.04,8603.72,1760.687,0,0,43428.39,7404.014,12055.392,22031.121
Q96G21,IMP4,291,1:Experimental evidence at protein level,U3 small nucleolar ribonucleoprotein protein IMP4,1,0.999,0,11687.131,36435.31,17651.627,0,0,0,0,0,0,0,0
Q96G23,CERS2,380,1:Experimental evidence at protein level,Ceramide synthase 2,1,0.999,86153.33,130951.83,113190.8,115799.28,0,0,0,7318.7085,25766.918,0,0,22974.55
Q96GA3,LTV1,475,1:Experimental evidence at protein level,Protein LTV1 homolog,0.8095,0.9953,0,0,0,0,0,0,0,0,0,0,0,0
Q96GA7,SDSL,329,1:Experimental evidence at protein level,Serine dehydratase-like,0.9524,0.999,8315.769,12589.483,13191.763,9682.8,0,0,0,0,0,0,0,0
Q96GC5-3,MRPL48,194,,"Isoform 2 of 39S ribosomal protein L48, mitochondrial",1,0.999,15702.228,9329.122,25611.137,54931.844,0,0,0,0,0,0,0,0
Q96GC9,VMP1,406,1:Experimental evidence at protein level,Vacuole membrane protein 1,1,0.999,33761.223,45337.594,75056.52,68705.62,0,0,0,0,0,0,0,5660.022
Q96GD4-4,AURKB,303,,Isoform 4 of Aurora kinase B,1,0.9989,0,0,15207.46,0,0,0,0,0,0,0,0,0
Q96GE9-2,DMAC1,112,,Isoform 2 of Distal membrane-arm assembly complex protein 1,0.8285,0.9959,9436.975,0,0,0,0,0,0,0,0,0,0,0
Q96GG9,DCUN1D1,259,1:Experimental evidence at protein level,DCN1-like protein 1,1,0.999,7516.209,26753.738,11811.8545,12687.402,0,1347.9625,0,0,0,0,0,0
Q96GQ5,C16orf58,468,1:Experimental evidence at protein level,RUS1 family protein C16orf58,0.9456,0.9989,0,0,0,2144.0286,0,0,0,0,0,0,0,0
Q96GQ7,DDX27,796,1:Experimental evidence at protein level,Probable ATP-dependent RNA helicase DDX27,1,0.999,119023,143485.34,152152.4,176654.67,0,6431.7295,0,0,13262.55,12323.036,3274.5425,12282.168
Q96GS4,BORCS6,357,1:Experimental evidence at protein level,BLOC-1-related complex subunit 6,0.9515,0.999,0,0,5297.85,0,0,0,0,0,0,0,0,0
Q96GW9,MARS2,593,1:Experimental evidence at protein level,"Methionine--tRNA ligase, mitochondrial",0.9524,0.999,0,0,2352.669,0,0,0,0,0,0,0,0,0
Q96GX2,ATXN7L3B,97,1:Experimental evidence at protein level,Ataxin-7-like protein 3B,0.9523,0.999,0,0,14859.708,0,0,0,0,0,0,0,0,0
Q96H20-2,SNF8,257,,Isoform 2 of Vacuolar-sorting protein SNF8,1,0.999,0,0,17996.902,13328.236,0,0,0,0,0,0,0,4813.505
Q96H79,ZC3HAV1L,300,1:Experimental evidence at protein level,Zinc finger CCCH-type antiviral protein 1-like,0.5626,0.9847,0,7162.7734,8554.9375,0,0,0,0,0,0,0,0,0
Q96HA8-2,WDYHV1,145,,Isoform 2 of Protein N-terminal glutamine amidohydrolase,0.9524,0.999,0,5176.448,0,0,0,0,0,0,0,0,0,0
Q96HC4,PDLIM5,596,1:Experimental evidence at protein level,PDZ and LIM domain protein 5,1,0.999,19200.553,68294.66,96203.61,91116,0,0,0,0,5880.257,2896.8643,0,14770.467
Q96HE7,ERO1A,468,1:Experimental evidence at protein level,ERO1-like protein alpha,1,0.999,13029.409,60947.324,70177.9,69630.61,0,0,0,0,0,0,0,0
Q96HJ9-2,FMC1,458,,Isoform 2 of Protein FMC1 homolog,0.9999,0.999,12126.011,0,13919.075,0,0,0,0,0,0,0,0,0
Q96HP0,DOCK6,2047,1:Experimental evidence at protein level,Dedicator of cytokinesis protein 6,0.7975,0.9949,0,0,0,5179.251,0,0,0,0,0,0,0,0
Q96HR8-2,NAF1,389,,Isoform 2 of H/ACA ribonucleoprotein complex non-core subunit NAF1,0.9521,0.999,0,0,0,6333.7393,0,0,0,0,0,0,0,0
Q96HR9-2,REEP6,184,,Isoform 2 of Receptor expression-enhancing protein 6,0.9523,0.999,15157.424,0,0,0,0,0,0,0,0,0,0,0
Q96HS1,PGAM5,289,1:Experimental evidence at protein level,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",1,0.999,326680,296357.62,329090.94,329775.5,29611.008,41253.316,27215.496,29427.531,58277.594,57168.85,43623.43,86559.484
Q96HY6,DDRGK1,314,1:Experimental evidence at protein level,DDRGK domain-containing protein 1,1,0.999,43046.227,57679.945,55831.71,43116.19,0,0,2467.5042,0,1143.413,0,0,9122.6875
Q96HY7,DHTKD1,919,1:Experimental evidence at protein level,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",1,0.999,222110,263145.38,345652.84,237002.58,0,0,0,5382.9243,24687.758,0,4123.564,16469.207
Q96I24,FUBP3,572,1:Experimental evidence at protein level,Far upstream element-binding protein 3,1,0.999,244741.88,318834.34,299298.2,267697.4,9990.301,17309.316,13281.461,7445.303,41267.17,28142.42,25828.836,31018.637
Q96I25,RBM17,401,1:Experimental evidence at protein level,Splicing factor 45,1,0.999,52903.08,39346.754,51468.867,73535.484,0,0,0,0,0,0,0,10099.688
Q96I36,COX14,57,1:Experimental evidence at protein level,Cytochrome c oxidase assembly protein COX14,1,0.999,12141.565,13250.404,27792.477,30284.64,0,0,0,0,0,0,0,0
Q96I51-3,RCC1L,454,,Isoform 3 of RCC1-like G exchanging factor-like protein,0.9524,0.999,0,4792.8975,5513.894,0,0,0,0,0,0,0,0,0
Q96I59,NARS2,477,1:Experimental evidence at protein level,"Probable asparagine--tRNA ligase, mitochondrial",1,0.999,13667.131,31098.766,14838.614,34699.516,0,0,0,0,3205.968,0,0,4137.4316
Q96I99,SUCLG2,432,1:Experimental evidence at protein level,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",1,0.999,189127.2,186029.84,210451.66,214163.52,0,3881.3213,0,0,22252.422,7663.333,0,0
Q96IJ6-2,GMPPA,473,,Isoform 2 of Mannose-1-phosphate guanyltransferase alpha,1,0.999,4043.5632,30219.828,35528.617,17296.71,0,0,0,0,2794.1333,1751.6741,0,3655.2463
Q96IR7,HPDL,371,1:Experimental evidence at protein level,4-hydroxyphenylpyruvate dioxygenase-like protein,1,0.999,33010.82,15534.268,15627.879,8568.117,0,0,0,0,5913.438,0,0,0
Q96IU4,ABHD14B,210,1:Experimental evidence at protein level,Protein ABHD14B,1,0.999,36117.18,79189.91,53621.652,41241.297,0,8361.854,0,0,24084.027,9078.055,4657.9614,21337.492
Q96IX5,ATP5MD,58,1:Experimental evidence at protein level,"ATP synthase membrane subunit DAPIT, mitochondrial",1,0.999,118102.38,147366.14,152665.39,146976.72,9350.085,33969.387,20068.842,29065.156,49806.65,48142.105,33384.508,50381.164
Q96IZ0,PAWR,340,1:Experimental evidence at protein level,PRKC apoptosis WT1 regulator protein,1,0.999,44631.883,79665.03,88425.984,64904.586,5036.478,0,0,0,7963.135,10561.62,11831.444,18787.55
Q96J01-2,THOC3,327,,Isoform 2 of THO complex subunit 3,1,0.999,0,10793.017,0,23018.084,0,0,0,0,3326.9736,0,0,0
Q96J94-2,PIWIL1,829,,Isoform 2 of Piwi-like protein 1,0.8422,0.9963,0,14993.738,0,0,0,0,0,0,0,0,0,0
Q96JB5-4,CDK5RAP3,531,,Isoform 4 of CDK5 regulatory subunit-associated protein 3,1,0.999,15425.867,5379.739,19321.148,23698.236,0,0,1719.5295,0,0,0,0,0
Q96JC9,EAF1,268,1:Experimental evidence at protein level,ELL-associated factor 1,0.476,0.9785,0,0,0,12628.801,0,0,0,0,0,0,0,0
Q96JJ3-3,ELMO2,632,,Isoform 2 of Engulfment and cell motility protein 2,0.5986,0.9868,0,0,0,6803.0537,0,0,0,0,0,0,0,0
Q96JM3,CHAMP1,812,1:Experimental evidence at protein level,Chromosome alignment-maintaining phosphoprotein 1,0.9413,0.9988,7971.2466,13843.627,12587.582,10264.824,0,0,0,0,0,0,0,0
Q96JP5-2,ZFP91,529,,Isoform 2 of E3 ubiquitin-protein ligase ZFP91,0.4876,0.9794,4146.0684,0,0,0,0,0,0,0,0,0,0,0
Q96JQ2,CLMN,1002,1:Experimental evidence at protein level,Calmin,1,0.999,11867.22,22489.3,18696.314,24868.742,0,0,0,0,0,0,0,0
Q96K17,BTF3L4,158,1:Experimental evidence at protein level,Transcription factor BTF3 homolog 4,1,0.999,30245.832,59316.117,57730.016,43942.406,0,0,0,0,17058.264,12426.615,6906.285,19059.258
Q96K37,SLC35E1,410,1:Experimental evidence at protein level,Solute carrier family 35 member E1,1,0.999,18303.707,29021.36,37623.773,36912.02,0,0,0,0,0,0,0,3299.0005
Q96K49-2,TMEM87B,554,,Isoform 2 of Transmembrane protein 87B,0.6323,0.9885,3208.6313,0,0,0,0,0,0,0,0,0,0,0
Q96KA5-2,CLPTM1L,502,,Isoform 2 of Cleft lip and palate transmembrane protein 1-like protein,1,0.999,18050.309,27255.105,20905.85,27233.285,0,1904.3105,0,0,0,2239.2842,0,1903.1841
Q96KB5-2,PBK,333,,Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase,0.9519,0.999,0,100627.625,100729.3,0,0,0,0,0,35099.668,0,0,0
Q96KC8,DNAJC1,554,1:Experimental evidence at protein level,DnaJ homolog subfamily C member 1,1,0.999,7087.6377,9062.709,30323.797,19719.156,0,0,0,0,0,0,0,5087.9077
Q96KG9-2,SCYL1,791,,Isoform 2 of N-terminal kinase-like protein,1,0.999,8523.809,62775.95,64293.766,42900.816,0,0,0,0,0,0,0,5585.8057
Q96KM6,ZNF512B,892,1:Experimental evidence at protein level,Zinc finger protein 512B,1,0.999,9477.625,0,24342.451,9391.432,0,0,0,0,0,0,0,0
Q96KN1,LRATD2,310,1:Experimental evidence at protein level,Protein LRATD2,1,0.999,18305.133,34613.83,42585.734,27575.117,0,0,0,0,5697.496,0,0,10620.285
Q96KP1,EXOC2,924,1:Experimental evidence at protein level,Exocyst complex component 2,1,0.999,80299.89,93875.68,14956.201,89301.22,0,0,0,0,0,6063.9634,0,0
Q96KP4,CNDP2,475,1:Experimental evidence at protein level,Cytosolic non-specific dipeptidase,1,0.999,332069.62,590197.7,501848.1,353260.2,18156.057,43719.043,0,0,131014.8,65559.53,59675.008,167851.9
Q96KQ7-2,EHMT2,1176,,Isoform 2 of Histone-lysine N-methyltransferase EHMT2,0.9066,0.9979,0,0,0,10490.5,0,0,0,0,0,0,0,0
Q96KR1,ZFR,1074,1:Experimental evidence at protein level,Zinc finger RNA-binding protein,1,0.999,24577.742,16569.07,23516.016,19857.473,0,0,0,0,0,2646.8647,0,0
Q96KR6,FAM210B,192,1:Experimental evidence at protein level,"Protein FAM210B, mitochondrial",0.9524,0.999,12326.527,0,14036.135,15859.38,0,0,0,0,0,0,0,0
Q96L91-2,EP400,3123,,Isoform 2 of E1A-binding protein p400,0.9509,0.999,0,0,0,2506.0254,0,0,0,0,0,0,0,0
Q96L92-3,SNX27,528,,Isoform 2 of Sorting nexin-27,1,0.999,0,14048.788,25179.045,12189.989,0,0,0,0,0,0,0,0
Q96LA8,PRMT6,375,1:Experimental evidence at protein level,Protein arginine N-methyltransferase 6,1,0.999,20854.062,44610.57,38985.93,30093.402,0,4888.381,0,0,0,0,0,0
Q96LJ7,DHRS1,313,1:Experimental evidence at protein level,Dehydrogenase/reductase SDR family member 1,1,0.999,32823.77,37272.65,28081.34,56920.07,0,0,0,0,0,0,4260.5327,0
Q96M27-2,PRRC1,464,,Isoform 2 of Protein PRRC1,1,0.999,20607.66,55395.83,58530.445,72880.59,0,0,0,0,10139.86,10624.523,1622.1614,0
Q96MU7-2,YTHDC1,709,,Isoform 2 of YTH domain-containing protein 1,1,0.999,15156.383,16618.965,11092.487,9773.966,0,0,0,0,0,0,0,0
Q96MW5,COG8,612,1:Experimental evidence at protein level,Conserved oligomeric Golgi complex subunit 8,0.9938,0.999,0,0,0,13800.074,0,0,0,0,0,0,0,0
Q96N64-2,PWWP2A,560,,Isoform 2 of PWWP domain-containing protein 2A,0.9266,0.9984,0,0,1589.3745,0,0,0,0,0,0,0,0,0
Q96N66-2,MBOAT7,399,,Isoform 2 of Lysophospholipid acyltransferase 7,1,0.999,77272.76,85801.03,100612.42,96788.09,0,7154.7324,4224.644,7602.6494,27993.275,14257.623,0,18477.672
Q96NT0,CCDC115,180,1:Experimental evidence at protein level,Coiled-coil domain-containing protein 115,0.9522,0.999,0,0,9427.965,11382.292,0,0,0,0,0,0,0,0
Q96P11-2,NSUN5,466,,Isoform 2 of Probable 28S rRNA (cytosine-C(5))-methyltransferase,1,0.999,3544.0913,14603.154,13517.575,11203.006,0,0,0,0,0,0,0,0
Q96P47-2,AGAP3,876,,"Isoform 2 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",0.8228,0.9957,0,0,0,3504.234,0,0,0,0,0,0,0,0
Q96P48-1,ARAP1,1210,,"Isoform 1 of Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",1,0.999,7679.9053,4187.164,27687.367,16223.486,0,0,0,0,0,0,0,0
Q96P63-2,SERPINB12,425,,Isoform 2 of Serpin B12,0.9353,0.9986,0,0,0,0,3085.5112,0,0,0,0,0,0,0
Q96P70,IPO9,1041,1:Experimental evidence at protein level,Importin-9,1,0.999,2914.546,13202.104,6325.842,3771.3862,0,1331.467,0,0,2326.852,0,0,2972.2573
Q96PC3-2,AP1S3,164,,Isoform 2 of AP-1 complex subunit sigma-3,0.9515,0.999,0,2191.732,0,0,0,0,0,0,0,0,0,0
Q96PC5-10,MIA2,771,,Isoform 9 of Melanoma inhibitory activity protein 2,1,0.999,13867.693,10449.862,5204.3433,14558.08,0,0,0,0,0,0,0,0
Q96PK6,RBM14,669,1:Experimental evidence at protein level,RNA-binding protein 14,1,0.999,358638.1,361126.22,419244.1,421216.2,40929.81,26013.387,52061.723,46651.895,70962.54,27689.799,45468.71,80662.81
Q96PU5-2,NEDD4L,911,,Isoform 2 of E3 ubiquitin-protein ligase NEDD4-like,0.9807,0.9987,0,4838.964,0,0,0,0,0,0,0,0,0,0
Q96PZ0-2,PUS7,667,,Isoform 2 of Pseudouridylate synthase 7 homolog,1,0.999,5309.8066,32939.438,38395.297,6579.3184,0,0,0,0,3215.2722,3213.924,0,3198.9001
Q96Q11-2,TRNT1,414,,"Isoform 2 of CCA tRNA nucleotidyltransferase 1, mitochondrial",1,0.999,43340.863,109385.32,82113.13,57074.34,0,2627.684,0,0,0,5018.6636,3549.8296,4800.6396
Q96Q89-2,KIF20B,1853,,Isoform 2 of Kinesin-like protein KIF20B,0.5243,0.9822,6821696,12675.044,3955631.5,0,7215758,8067961.5,8695471,7485630,4635222,4189119.2,0,4237148.5
Q96QA5,GSDMA,445,1:Experimental evidence at protein level,Gasdermin-A,0.8151,0.9955,0,0,0,0,7118.532,0,0,0,0,0,0,0
Q96QC0,PPP1R10,940,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 1 regulatory subunit 10,1,0.999,20651.41,0,23412.688,23609.54,0,0,0,0,0,0,0,3717.918
Q96QD8,SLC38A2,506,1:Experimental evidence at protein level,Sodium-coupled neutral amino acid transporter 2,0.9524,0.999,0,0,0,8508.176,0,0,0,0,0,0,0,0
Q96QK1,VPS35,796,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 35,1,0.999,365978.8,427644.3,212139,299861.56,6276.9155,8332.641,0,0,12473.48,42547.18,96582.86,17232.143
Q96QR8,PURB,312,1:Experimental evidence at protein level,Transcriptional activator protein Pur-beta,0.9898,0.999,9269.772,13069.352,13623.619,13438.361,0,0,0,0,0,0,0,4221.971
Q96RE7,NACC1,527,1:Experimental evidence at protein level,Nucleus accumbens-associated protein 1,1,0.999,7170.354,42081.81,31700.75,34312.426,0,0,0,0,5122.421,0,0,3354.396
Q96RL7-2,VPS13A,3095,,Isoform 2 of Vacuolar protein sorting-associated protein 13A,1,0.999,0,0,2817.4834,0,0,0,0,0,0,48754.234,0,85676.39
Q96RP9,GFM1,751,1:Experimental evidence at protein level,"Elongation factor G, mitochondrial",1,0.999,124478.46,246747.06,216440.98,177973.88,0,0,4121.4653,0,5510.4746,0,0,23519.889
Q96RQ1,ERGIC2,377,1:Experimental evidence at protein level,Endoplasmic reticulum-Golgi intermediate compartment protein 2,1,0.999,0,8789.995,19652.7,0,0,0,0,0,0,0,0,0
Q96RQ3,MCCC1,725,1:Experimental evidence at protein level,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",1,0.999,30571.584,63805.555,76225.68,62916.816,0,0,0,0,0,0,0,0
Q96RR4-2,CAMKK2,533,,Isoform 2 of Calcium/calmodulin-dependent protein kinase kinase 2,0.9524,0.999,0,0,4436.4966,0,0,0,0,0,0,0,0,0
Q96RS6-2,NUDCD1,554,,Isoform 2 of NudC domain-containing protein 1,1,0.999,33041.93,81004.234,67227.13,43746.85,2954.2485,0,0,0,16994.55,0,3698.956,0
Q96S19-3,METTL26,107,,Isoform 3 of Methyltransferase-like 26,1,0.9978,0,13283.445,6444.1562,0,0,0,0,0,0,0,0,0
Q96S52-2,PIGS,547,,Isoform 2 of GPI transamidase component PIG-S,1,0.999,7817.9204,0,22718.555,15887.799,0,0,0,0,0,0,0,0
Q96S55-2,WRNIP1,640,,Isoform 2 of ATPase WRNIP1,0.9464,0.9989,0,3546.1177,0,0,0,0,0,0,0,0,0,0
Q96S66-2,CLCC1,501,,Isoform 2 of Chloride channel CLIC-like protein 1,1,0.999,0,15438.32,36060.86,22689.863,0,0,0,0,0,0,0,0
Q96S97,MYADM,322,1:Experimental evidence at protein level,Myeloid-associated differentiation marker,1,0.999,32372.766,37499.38,39022.516,37709.312,0,0,0,0,9338.886,9495.62,0,0
Q96S99,PLEKHF1,279,1:Experimental evidence at protein level,Pleckstrin homology domain-containing family F member 1,0.9898,0.999,0,0,5094.9087,0,0,0,0,0,0,0,0,0
Q96SB3,PPP1R9B,817,1:Experimental evidence at protein level,Neurabin-2,1,0.9989,0,0,0,0,0,0,0,0,0,0,0,0
Q96SB4-3,SRPK1,826,,Isoform 1 of SRSF protein kinase 1,1,0.999,11591.6,43481.555,29441.117,0,0,0,0,0,0,0,0,0
Q96SI9-2,STRBP,658,,Isoform 2 of Spermatid perinuclear RNA-binding protein,1,0.999,0,0,16103.122,16192.734,0,0,0,6853.1387,0,0,0,0
Q96SK2-2,TMEM209,560,,Isoform 2 of Transmembrane protein 209,0.9379,0.9987,0,0,5171.2173,0,0,0,0,0,0,0,0,0
Q96SQ9-2,CYP2S1,564,,Isoform 2 of Cytochrome P450 2S1,0.9523,0.999,0,0,3188.4321,0,0,0,0,0,0,0,0,0
Q96ST3,SIN3A,1273,1:Experimental evidence at protein level,Paired amphipathic helix protein Sin3a,1,0.9989,9983.361,0,4065.1978,0,0,0,0,0,0,0,0,5170.907
Q96SU4-2,OSBPL9,723,,Isoform 2 of Oxysterol-binding protein-related protein 9,0.9524,0.999,10521.117,0,12154.835,0,0,0,0,0,0,0,0,0
Q96T23-2,RSF1,1410,,Isoform 2 of Remodeling and spacing factor 1,1,0.999,7391.1187,11490.748,10361.863,10091.764,0,0,0,0,0,0,0,0
Q96T37-2,RBM15,957,,Isoform 2 of RNA-binding protein 15,1,0.999,36055.5,27165.697,28154.63,44102.656,0,0,0,0,0,0,0,0
Q96T60-2,PNKP,482,,Isoform 2 of Bifunctional polynucleotide phosphatase/kinase,1,0.999,0,25396.85,6050.2295,0,0,0,0,0,0,0,0,0
Q96T76-5,MMS19,932,,Isoform 4 of MMS19 nucleotide excision repair protein homolog,1,0.999,0,0,11408.334,8050.1484,0,0,0,0,0,0,0,0
Q96T88-2,UHRF1,806,,Isoform 2 of E3 ubiquitin-protein ligase UHRF1,1,0.999,16250.242,15213.998,30766.633,26543.07,0,0,0,0,0,0,0,0
Q96TA1-2,NIBAN2,733,,Isoform 2 of Protein Niban 2,1,0.999,80199.94,179215.83,156909.66,142976.16,942.38403,2438.4468,0,0,12433.492,0,11103.173,16763.68
Q96TA2-2,YME1L1,716,,Isoform 2 of ATP-dependent zinc metalloprotease YME1L1,1,0.999,50117.17,17523.97,40543.383,55624.414,0,0,0,0,0,0,0,0
Q96TC7-2,RMDN3,341,,Isoform 2 of Regulator of microtubule dynamics protein 3,0.9517,0.999,0,952.751,0,0,0,0,0,0,0,0,0,0
Q99417,MYCBP,103,1:Experimental evidence at protein level,c-Myc-binding protein,1,0.999,75505.75,93056.086,27973.146,37177.023,0,0,0,0,5099.192,0,5646.103,0
Q99426,TBCB,244,1:Experimental evidence at protein level,Tubulin-folding cofactor B,1,0.999,128513.9,197310.11,209651.89,143823.83,11818.414,38391.18,0,0,48127.68,60551.074,27598.213,70179.47
Q99436,PSMB7,277,1:Experimental evidence at protein level,Proteasome subunit beta type-7,1,0.999,180495.36,236680.61,238885.77,214025.12,20912.996,31485.074,21652.22,12632.854,63218.066,63606.367,47752.062,67774.336
Q99439,CNN2,309,1:Experimental evidence at protein level,Calponin-2,1,0.999,41334.99,96074.67,56077.25,63087.61,0,0,0,0,8981.869,14791.701,6836.4287,15584.8125
Q99442,SEC62,399,1:Experimental evidence at protein level,Translocation protein SEC62,1,0.999,23493.629,6244.8843,16537.02,34386.94,0,0,0,0,0,0,0,0
Q99447-2,PCYT2,311,,Isoform 2 of Ethanolamine-phosphate cytidylyltransferase,1,0.999,15052.938,44471.203,28950.88,13972.223,0,0,0,0,0,0,0,0
Q99459,CDC5L,802,1:Experimental evidence at protein level,Cell division cycle 5-like protein,1,0.999,93817,76299.81,121786.27,111632.66,0,0,0,0,3850.2412,0,4054.503,6264.002
Q99460-2,PSMD1,922,,Isoform 2 of 26S proteasome non-ATPase regulatory subunit 1,1,0.999,188899.06,373611.56,289749.47,446496.28,0,0,6738.2603,0,62674.992,29670.438,23775.08,30555.783
Q99471,PFDN5,154,1:Experimental evidence at protein level,Prefoldin subunit 5,1,0.999,91162.88,144149.92,216658.78,123115.2,3833.857,7134.1357,0,0,20108.652,8540.433,14780.923,32005.473
Q99497,PARK7,189,1:Experimental evidence at protein level,Protein/nucleic acid deglycase DJ-1,1,0.999,473352.7,711685.75,706521.56,558233.56,86810.32,146415.23,0,0,246971,169924.4,185786.19,271035.25
Q99504-2,EYA3,447,,Isoform 2 of Eyes absent homolog 3,0.9524,0.999,6058.7563,8245.775,7608.3447,4822.519,0,0,0,0,0,0,0,0
Q99523-2,SORT1,694,,Isoform 2 of Sortilin,1,0.999,23045.324,0,17477.238,42885.844,0,0,0,0,0,0,0,0
Q99536,VAT1,393,1:Experimental evidence at protein level,Synaptic vesicle membrane protein VAT-1 homolog,1,0.999,319868.9,295301.94,413929.75,489613.3,0,69494.42,6082.088,0,67917.516,23415.836,39447.367,95774.69
Q99538-2,LGMN,376,,Isoform 2 of Legumain,0.9514,0.999,0,0,5576.2173,0,0,0,0,0,0,0,0,0
Q99543-2,DNAJC2,568,,Isoform 2 of DnaJ homolog subfamily C member 2,1,0.999,20128.352,30173.723,30498.637,12727.411,0,0,0,0,3383.9082,0,0,0
Q99549-2,MPHOSPH8,867,,Isoform 2 of M-phase phosphoprotein 8,1,0.999,0,4329.001,0,2939.3997,0,0,0,0,0,0,0,0
Q99567,NUP88,741,1:Experimental evidence at protein level,Nuclear pore complex protein Nup88,1,0.999,4283.6123,8423.862,35937.22,8743.293,0,7767.374,0,0,0,0,0,0
Q99571-2,P2RX4,404,,Isoform 2 of P2X purinoceptor 4,0.7054,0.9917,7077.01,0,0,0,0,0,0,0,0,0,0,0
Q99575,POP1,1024,1:Experimental evidence at protein level,Ribonucleases P/MRP protein subunit POP1,0.999,0.9816,21615.035,9560.122,0,0,0,0,0,0,0,0,0,0
Q99584,S100A13,98,1:Experimental evidence at protein level,Protein S100-A13,1,0.999,118225.55,262372.5,238523.73,214654.52,18092.648,28622.904,0,0,92797.586,36742.914,22547.79,62948.117
Q99590-2,SCAF11,1148,,Isoform 2 of Protein SCAF11,1,0.999,9900.8125,0,17784.11,0,0,0,0,0,0,0,0,0
Q99598,TSNAX,290,1:Experimental evidence at protein level,Translin-associated protein X,1,0.999,11065.924,25351.557,57710.797,28828.129,0,4353.508,0,0,5642.0386,0,4053.9817,7010.8
Q99613,EIF3C,913,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit C,1,0.999,264849,411873.47,520883.38,292951.1,13588.646,31523.082,23175.67,0,84380.7,47096.355,38836.324,91110.445
Q99614,TTC1,292,1:Experimental evidence at protein level,Tetratricopeptide repeat protein 1,1,0.999,28087.814,29690.824,30412.135,8046.3535,0,0,0,0,12405.374,0,0,0
Q99615-2,DNAJC7,438,,Isoform 2 of DnaJ homolog subfamily C member 7,1,0.999,0,10492.248,18671.941,6876.948,0,0,0,0,0,0,0,3700.2876
Q99622,C12orf57,126,1:Experimental evidence at protein level,Protein C10,1,0.999,48808.76,92226.914,114535.63,77908.57,0,7721.8955,0,0,17787.133,6576.762,13453.825,26381.012
Q99623,PHB2,299,1:Experimental evidence at protein level,Prohibitin-2,1,0.999,1226032.9,1420449.2,1365797.6,1289166.8,139899.22,208438.19,171962.44,182808.66,454064.44,317200.72,229355.23,476492.62
Q99627,COPS8,209,1:Experimental evidence at protein level,COP9 signalosome complex subunit 8,1,0.999,31771.074,63439.406,113452.18,48210.547,0,0,0,0,15778.642,11291.889,0,17070.713
Q99640-3,PKMYT1,490,,Isoform 3 of Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,0.9508,0.999,9063.531,8063.5293,10293.4375,6972.6025,0,0,0,0,0,0,0,0
Q99653,CHP1,195,1:Experimental evidence at protein level,Calcineurin B homologous protein 1,1,0.999,42536.96,71445.055,82970.07,89414.34,0,0,0,0,0,0,0,0
Q99661,KIF2C,725,1:Experimental evidence at protein level,Kinesin-like protein KIF2C,1,0.999,0,7426.661,5937.8037,0,0,0,0,0,0,0,0,0
